page,level,name_zh,name_en,poisoning_chapter19,accidental,intentional_self_harm,undetermined_intent,treatment_adverse_effect
1692,0,西苯唑啉(抗心律失常药),Cibenzoline,T46.2,X44.-,X64.-,Y14.-,Y52.2
1692,0,西吡氯铵(消毒防腐剂),Cetylpyridinium chloride,T49.0,X44.-,X64.-,Y14.-,Y56.0
1692,0,西地兰D-现译名 去乙酰毛花苷,Deslanoside,T46.0,X44.-,X64.-,Y14.-,Y52.0
1692,0,西伐他停-现译名辛伐他汀,Simvastatin,T46.6,X44.-,X64.-,Y14.-,Y52.6
1692,0,西甲硅油[消疮净],Simethicone,T47.1,X44.-,X64.-,Y14.-,Y53.1
1692,0,西可巴比妥-现译名 司可巴比妥,Quinalbarbital,T42.3,X41.-,X61.-,Y11.-,Y47.0
1692,0,西利马林-现译名水飞蓟素,Silymarin,T50.9,X44.-,X64.-,Y14.-,Y57.1
1692,0,西萝芙木碱- 现译名阿义马林,Ajmaline,T46.2,X44.-,X64.-,Y14.-,Y52.2
1692,0,西马嗪,Simazine,T60.3,X48.-,X68.-,Y18.-,
1692,0,西咪替丁[甲氰咪胍],Cimetidine,T47.0,X44.-,X64.-,Y14.-,Y53.0
1692,0,西尼二胺(抗组胺药),Thenyldiamine,T45.0,X44.-,X64.-,Y14.-,Y43.0
1692,0,西诺沙星(抗生素),Cinoxacin,T37.8,X44.-,X64.-,Y14.-,Y41.8
1692,0,西曲酸酯(抗炎镇痛药),Cetraxate,T47.1,X44.-,X64.-,Y14.-,Y53.1
1692,0,西曲溴铵[溴棕二甲铵](消毒防腐剂),"Cetrimide, Cetrimonium bromide",T49.0,X44.-,X64.-,Y14.-,
1692,0,西塞氯铵,Cethexonium chloride,T49.0,X44.-,X64.-,Y14.-,Y56.0
1692,0,西沙必利(镇吐药),Cisapride,T47.8,X44.-,X64.-,Y14.-,Y53.8
1692,0,西索米星[紫苏霉素](抗生素),Sisomicin,T36.5,X44.-,X64.-,Y14.-,Y40.5
1692,0,西他氯铵(消毒防腐剂),Cetalkonium chloride,T49.0,X44.-,X64.-,Y14.-,Y56.0
1692,0,西酞普兰(抗抑郁药),Citalopram,T43.2,X41.-,X61.-,Y11.-,Y49.2
1692,0,西替地尔(血管扩张药),Cetiedil,T46.7,X44.-,X64.-,Y14.-,Y52.7
1692,0,西替利嗪(抗过敏药),Cetirizine,T45.0,X44.-,X64.-,Y14.-,Y43.0
1692,0,西托硫胺(维生素类),Cetotiamine,T45.2,X44.-,X64.-,Y14.-,Y57.7
1692,0,西托溴胺(抗胆碱药),Cimetropium bromide,T44.3,X43.-,X63.-,Y13.-,Y51.3
1692,0,希波酚(抗感染药),Xibornol,T37.8,X44.-,X64.-,Y14.-,Y41.8
1692,0,希帕胺(升压药),Xipamide,T50.2,X44.-,X64.-,Y14.-,Y54.5
1692,0,昔洛舍平[乙酯利血平](降压药),Syrosingopine,T46.5,X44.-,X64.-,Y14.-,Y52.5
1692,0,息疟定-现译名 乙胺嘧啶,Pyrimethamine,T37.2,X44.-,X64.-,Y14.-,Y41.2
1692,0,硒NEC,Selenium NEC,T56.8,X49.-,X69.-,Y19.-,
1692,1,烟雾,fumes,T59.8,X47.-,X67.-,Y17.-,
1692,1,硫化物,sulfide,T49.4,X44.-,X64.-,Y14.-,Y56.4
1692,0,硒代甲硫氨酸(75硒)(诊断用药),Selenomethionine (75Se),T50.8,X44.-,X64.-,Y14.-,Y57.6
1692,0,烯丙基,Allyl,,,,,
1692,1,(二烯丙基)二硫化物,disulfide,T46.6,X44.-,X64.-,Y14.-,Y52.6
1692,1,(烯丙)醇,alcohol,T51.8,X45.-,X65.-,Y15.-,
1692,0,烯丙雌醇(孕激素类),Allylestrenol,T38.5,X44.-,X64.-,Y14.-,Y42.5
1692,0,烯丙硫脲(瘢痕组织软解药),Thiosinamine,T49.3,X44.-,X64.-,Y14.-,Y56.3
1692,0,烯丙吗啡[纳洛芬](吗啡拮抗药),Nalorphine,T50.7,X44.-,X64.-,Y14.-,Y50.1
1692,0,烯丙哌三嗪-现译名 阿米三嗪,Almitrine,T50.7,X44.-,X64.-,Y14.-,Y50.0
1692,0,阿普比妥,Allypropymal,T42.3,X41.-,X61.-,Y11.-,Y47.0
1692,0,烯睾丙内酯 -现译名坎利酮,Canrenone,T50.0,X44.-,X64.-,Y14.-,Y54.1
1693,0,锡(氯化锡)(粉尘)(氧化锡)NEC,Tin (chloride) (dust),T56.6,X49.-,X69.-,Y19.-,
1693,0,洗必泰 -现译名 氯己定,Chlorhexidine,T49.0,X44.-,X64.-,Y14.-,Y56.0
1693,0,洗涤剂(局部)(药用)NEC,Detergent (local),T49.2,X44.-,X64.-,Y14.-,Y56.2
1693,1,非药用,nonmedicinal,T55,X49.-,X69.-,Y19.-,
1693,1,特指的NEC,specified NEC,T49.2,X44.-,X64.-,Y14.-,Y56.2
1693,0,洗发剂[香波],Shampoo,T55,X49.-,X69.-,Y19.-,
1693,0,系统性[全身性]药,Systemic drug,T45.9,X44.-,X64.-,Y14.-,Y43.9
1693,1,特指的NEC,specified NEC,T45.8,X44.-,X64.-,Y14.-,Y43.8
1693,0,细胞色素C(细胞呼吸激活药),Cytochrome C,T47.5,X44.-,X64.-,Y14.-,Y53.5
1693,0,下水道气体,Sewer gas,T59.8,X47.-,X67.-,Y17.-,
1693,0,仙人球毒碱-现译名美司卡林,Mescaline,T40.9,X42.-,X62.-,Y12.-,Y49.6
1693,0,仙人球膏-现译名拍约他,Peyote,T40.9,X42.-,X62.-,Y12.-,Y49.6
1693,0,纤溶酶原(组织)活化因子,Plasminogen (tissue),T45.6,X44.-,X64.-,Y14.-,Y44.5
1693,0,纤维，饮食的,"Fiber, dietary",T47.4,X44.-,X64.-,Y14.-,Y53.4
1693,0,纤维蛋白酶,Brinase,T45.3,X44.-,X64.-,Y14.-,Y43.6
1693,0,纤维蛋白溶解药,Fibrinolytic drug,T45.6,X44.-,X64.-,Y14.-,Y44.5
1693,0,纤维蛋白溶解抑制剂NEC,Fibrinolysis inhibitor NEC,T45.6,X44.-,X64.-,Y14.-,Y44.3
1693,0,纤维蛋白溶酶(人),Fibrinolysin (human),T45.6,X44.-,X64.-,Y14.-,Y44.5
1693,0,纤维蛋白原(人),Fibrinogen (human),T45.8,X44.-,X64.-,Y14.-,Y44.6
1693,0,纤维素,Cellulose,,,,,
1693,1,导泻药,cathartic,T47.4,X44.-,X64.-,Y14.-,Y53.4
1693,1,羟乙基,hydroxyethyl,T47.4,X44.-,X64.-,Y14.-,Y53.4
1693,1,氧化,oxidized,T49.4,X44.-,X64.-,Y14.-,Y56.4
1693,0,显效药(剂)- 现译名激动药(剂),Xenon(²Xe)(Xe),T50.8,X44.-,X64.-,Y14.-,Y57.6
1693,0,显效药(剂) - 现译名 激动药(剂),Agonist,,,,,
1693,0,线状无烟火药,Cordite,T65.8,X49.-,X69.-,Y19.-,
1693,1,蒸气,vapor,T59.8,X47.-,X67.-,Y17.-,
1693,0,腺嘌呤[维生素B4],Adenine,T45.2,X44.-,X64.-,Y14.-,Y57.7
1693,0,相思豆碱,Abrine,T62.2,X49.-,X69.-,Y19.-,
1693,0,香波-现译名洗发剂,Shampoo,T55,X49.-,X69.-,Y19.-,
1693,0,香草二乙胺(中枢兴奋药),"Etamivan, Ethamivan",T50.7,X44.-,X64.-,Y14.-,Y50.0
1693,0,香豆素[氧杂萘邻酮](调味剂),Coumarin,T45.5,X44.-,X64.-,Y14.-,Y44.2
1693,0,香柑脑-现译名香柑内酯,Bergapten,T50.9,X44.-,X64.-,Y14.-,Y57.8
1693,0,香柑内酯|香柑脑],Bergapten,T50.9,X44.-,X64.-,Y14.-,Y57.8
1693,0,香烟打火机的液体,Cigarette lighter fluid,T52.0,X46.-,X66.-,Y16.-,
1693,0,向日葵籽油,Sunflower seed oil,T46.6,X44.-,X64.-,Y14.-,Y52.6
1693,0,消疮净-现译名西甲硅油,Simethicone,T47.1,X44.-,X64.-,Y14.-,Y53.1
1693,0,消胆胺-现译名考来烯胺,Cholestyramine (resin),T46.6,X44.-,X64.-,Y14.-,Y52.6
1693,0,消毒剂,Disinfectant,T65.8,X49.-,X69.-,Y19.-,
1693,1,肠道,intestinal,T37.8,X44.-,X64.-,Y14.-,Y41.8
1693,1,碱性,alkaline,T54.3,X49.-,X69.-,Y19.-,
1693,0,消旋肾上腺素(拟肾上腺素药),Racepinefrin,T44.5,X43.-,X63.-,Y13.-,Y51.5
1693,0,消炎剂NEC,Antiphlogistic NEC,T39.4,X40.-,X60.-,Y10.-,Y45.4
1693,0,硝(基)胺,Nitramine,T65.3,X49.-,X69.-,Y19.-,
1693,0,硝苯吡啶-现译名硝苯地平,Nifedipine,T46.1,X44.-,X64.-,Y14.-,Y52.1
1694,0,硝苯地平[硝苯吡啶],Nifedipine,T46.1,X44.-,X64.-,Y14.-,Y52.1
1694,0,硝法唑(抗乙醇中毒药),Nitrefazole,T50.6,X44.-,X64.-,Y14.-,Y57.3
1694,0,硝呋太尔(抗滴虫药),Nifuratel,T37.8,X44.-,X64.-,Y14.-,Y41.8
1694,0,硝呋替莫(抗锥虫药),Nifurtimox,T37.3,X44.-,X64.-,Y14.-,Y41.3
1694,0,硝呋妥因醇(抗感染药),Nifurtoinol,T37.8,X44.-,X64.-,Y14.-,Y41.8
1694,0,硝化甘醇,Nitroglycol,T52.3,X46.-,X66.-,Y16.-,
1694,0,硝基(苯)酚,Nitrophenol,T54.0,X49.-,X69.-,Y19.-,
1694,0,硝基苯,"Nitrobenzene, nitrobenzol",T65.3,X49.-,X69.-,Y19.-,
1694,1,蒸气,vapor,T65.3,X47.-,X67.-,Y17.-,
1694,0,硝基苯胺,Nitroaniline,T65.3,X49.-,X69.-,Y19.-,
1694,1,蒸气,vapor,T59.8,X47.-,X67.-,Y17.-,
1694,0,硝基丙烷,Nitropropane,T52.8,X46.-,X66.-,Y16.-,
1694,0,硝基甲苯,"Nitrotoluene, nitrotoluol",T65.3,X49.-,X69.-,Y19.-,
1694,1,蒸气,vapor,T65.3,X47.-,X67.-,Y17.-,
1694,0,硝基联苯,Nitrodiphenyl,T65.3,X49.-,X69.-,Y19.-,
1694,0,硝基氯苯,Chloronitrobenzene,T53.7,X49.-,X69.-,Y19.-,
1694,1,粉尘或蒸气,dust or vapor,T53.7,X46.-,X66.-,Y16.-,
1694,0,硝基萘,Nitronaphthalene,T65.8,X49.-,X69.-,Y19.-,
1694,0,硝甲酚汞[米他芬](消毒防腐剂),Nitromersol,T49.0,X44.-,X64.-,Y14.-,Y56.0
1694,0,硝普钠[硝基氢氰酸盐],Nitroprusside,T46.5,X44.-,X64.-,Y14.-,Y52.5
1694,0,硝羟喹啉(尿路抗菌药),Nitroxoline,T37.8,X44.-,X64.-,Y14.-,Y41.8
1694,0,硝酸,Aqua fortis,T54.2,X49.-,X69.-,Y19.-,
1694,0,"硝酸甘油(药用)(血管扩张药, 抗心绞痛药)","Nitroglycerin, nitroglycerol (medicinal), Trinitrine",T46.3,X44.-,X64.-,Y14.-,
1694,1,非药用,nonmedicinal,T65.5,X49.-,X69.-,Y19.-,
1694,0,硝酸纤维素[火棉],Nitrocellulose,T65.8,X49.-,X69.-,Y19.-,
1694,1,漆,lacquer,T65.8,X49.-,X69.-,Y19.-,
1694,0,硝酸盐，有机的,"Nitrate, organic",T46.3,X44.-,X64.-,Y14.-,Y52.3
1694,0,硝酸异山梨酯[二硝酸,Isosorbide dinitrate,T46.3,X44.-,X64.-,Y14.-,Y52.3
1694,0,硝西泮[硝基安定](镇静催眠药),Nitrazepam,T42.4,X41.-,X61.-,Y11.-,Y47.1
1694,0,硝唑吗唑-现译名尼莫唑,Nitrimidazine,T37.3,X44.-,X64.-,Y14.-,Y41.3
1694,0,小颠茄,Deadly nightshade,T62.2,X49.-,X69.-,Y19.-,
1694,0,小诺霉素(抗生素),Micronomicin,T36.5,X44.-,X64.-,Y14.-,Y40.5
1694,0,笑气-现译名氧化亚氮,Laughing gas,T41.0,X44.-,X64.-,Y14.-,Y48.0
1694,0,缬草属植物,Valerian,,,,,
1694,1,根,root,T42.6,X41.-,X61.-,Y11.-,Y47.8
1694,1,酊剂,tincture,T42.6,X41.-,X61.-,Y11.-,Y47.8
1694,0,泻根属,Bryonia,T47.2,X44.-,X64.-,Y14.-,Y53.2
1694,0,泻药NEC,"Cathartic, Purgative NEC",T47.4,X44.-,X64.-,Y14.-,Y53.4
1694,1,刺激性NEC,irritant NEC,T47.2,X44.-,X64.-,Y14.-,Y53.2
1694,1,蒽衍生物,anthacene derivative,T47.2,X44.-,X64.-,Y14.-,Y53.2
1694,1,胶浆剂,mucilage,T47.4,X44.-,X64.-,Y14.-,Y53.4
1694,1,软化剂NEC,emollient NEC,T47.4,X44.-,X64.-,Y14.-,Y53.4
1694,1,蔬菜,vegetable,T47.2,X44.-,X64.-,Y14.-,Y53.2
1694,1,增量性,bulk,T47.4,X44.-,X64.-,Y14.-,Y53.4
1695,0,谢勒绿[亚砷酸铜],Scheele's green,T57.0,X49.-,X69.-,Y19.-,
1695,1,杀虫药,insecticide,T57.0,X48.-,X68.-,Y18.-,
1695,0,心得舒 -现译名 阿普洛尔,Alprenolol,T44.7,X43.-,X63.-,Y13.-,Y51.7
1695,0,心可定[普尼拉明](冠脉扩张药),Prenylamine,T46.3,X44.-,X64.-,Y14.-,Y52.3
1695,0,心律调节药NEC,Cardiac rhythm regulator,T46.2,X44.-,X64.-,Y14.-,Y52.2
1695,1,特指的NEC,specified NEC,T46.2,X44.-,X64.-,Y14.-,Y52.2
1695,0,心舒宁[马来酸哌克昔林],Perhexiline (maleate),T46.3,X44.-,X64.-,Y14.-,Y52.3
1695,0,心血管药NEC,Cardiovascular drug NEC,T46.9,X44.-,X64.-,Y14.-,Y52.9
1695,0,辛胺醇(强心药，抗心绞痛药),Heptaminol,T46.3,X44.-,X64.-,Y14.-,Y52.3
1695,0,辛苯昔醇(药用辅料),Octoxinol (9),T49.8,X44.-,X64.-,Y14.-,Y56.8
1695,0,辛伐他汀[西伐他停](降血脂药),Simvastatin,T46.6,X44.-,X64.-,Y14.-,Y52.6
1695,0,辛可芬[阿托方][2-苯基-4-,"Cinchophen, Phenoquin",T50.4,X44.-,X64.-,Y14.-,Y54.8
1695,0,锌(化合物)(烟雾)(蒸气)NEC,Zinc (compounds),T56.5,X49.-,X69.-,Y19.-,
1695,1,铬酸(锌)(收敛药),chromate,T56.5,X49.-,X69.-,Y19.-,
1695,1,磷化(锌)(杀鼠药),phosphide,T60.4,X48.-,X68.-,Y18.-,
1695,1,硫酸(锌),sulfate,T49.5,X44.-,X64.-,Y14.-,Y56.5
1695,1,氯化(锌)(漱口药)(收敛药，,chloride(mouthwash),T49.6,X44.-,X64.-,Y14.-,Y56.6
1695,1,巯氧吡啶,pyrithionate,T49.4,X44.-,X64.-,Y14.-,Y56.4
1695,1,氧化(锌),oxide,T49.3,X44.-,X64.-,Y14.-,Y56.3
1695,2,硬膏,plaster,T49.3,X44.-,X64.-,Y14.-,Y56.3
1695,1,硬脂酸(锌),stearate,T49.3,X44.-,X64.-,Y14.-,Y56.3
1695,0,新抗凝-现译名 醋硝香豆素,Acenocoumarol,T45.5,X44.-,X64.-,Y14.-,Y44.2
1695,0,新霉素B(抗生素),Framycetin,T36.5,X44.-,X64.-,Y14.-,Y40.5
1695,0,新霉素(衍生物),Neomycin (derivatives),T36.5,X44.-,X64.-,Y14.-,Y40.5
1695,1,伴有,with,,,,,
1695,2,杆菌肽,bacitracin,T49.0,X44.-,X64.-,Y14.-,Y56.0
1695,2,新斯的明,neostigmine,T44.0,X44.-,X64.-,Y14.-,Y51.0
1695,0,新胂凡纳明[九一四],Neoarsphenamine,T37.8,X44.-,X64.-,Y14.-,Y41.8
1695,0,新生霉素,"Novobiocin, Streptonivicin",T36.5,X44.-,X64.-,Y14.-,Y40.5
1695,0,兴奋剂 NEC,"Analeptic, Stimulant NEC",T50.7,X44.-,X64.-,Y14.-,Y50.0
1695,1,呼吸,respiratory,T48.7,X44.-,X64.-,Y14.-,Y55.7
1695,1,中枢神经系统,central nervous system,T50.9,X44.-,X64.-,Y14.-,Y50.9
1695,2,特指的NEC,specified NEC,T50.9,X44.-,X64.-,Y14.-,Y50.8
1695,0,性病淋巴肉芽肿抗原,Lymphogranuloma venereum,T50.8,X44.-,X64.-,Y14.-,Y57.6
1695,0,胸腺喷丁(免疫调节药),Thymopentin,T37.5,X44.-,X64.-,Y14.-,Y41.5
1695,0,雄激素(类),Androgen,T38.7,X44.-,X64.-,Y14.-,Y42.7
1695,0,雄激素-雌激素合剂,Androgen-estrogen mixture,T38.7,X44.-,X64.-,Y14.-,Y42.7
1695,0,雄蕨浸膏,Male fern extract,T37.4,X44.-,X64.-,Y14.-,Y41.4
1695,0,雄绵马,Filix mas,T37.4,X44.-,X64.-,Y14.-,Y41.4
1695,0,雄诺龙(雄激素，同化激素类),Androstanolone,T38.7,X44.-,X64.-,Y14.-,Y42.7
1696,0,熊去氧胆酸,Ursodeoxycholic acid,T50.9,X44.-,X64.-,Y14.-,Y57.8
1696,0,溴,Bromine,,,,,
1696,1,镇静剂,sedative,T42.6,X41.-,X61.-,Y11.-,Y47.4
1696,1,蒸气,vapor,T59.8,X47.-,X67.-,Y17.-,
1696,0,溴苯海拉明 - 现译名 溴马秦,Bromodiphenhydramine,T45.0,X44.-,X64.-,Y14.-,Y43.0
1696,0,溴苯甲腈,Bromobenzylcyanide,T59.3,X47.-,X67.-,Y17.-,
1696,0,溴苯磷[对溴磷](杀虫药),Leptophos,T60.0,X48.-,X68.-,Y18.-,
1696,0,溴苯腈(除草剂),Bromoxynil,T60.3,X48.-,X68.-,Y18.-,
1696,0,溴苯那敏[溴苯吡胺](抗组胺药),Brompheniramine,T45.0,X44.-,X64.-,Y14.-,Y43.0
1696,0,溴苯辛(抗胆碱药),Methanthelinium bromide,T44.3,X43.-,X63.-,Y13.-,Y51.3
1696,0,溴吡斯的明(拟胆碱药),Pyridostigmine bromide,T44.0,X43.-,X63.-,Y13.-,Y51.0
1696,0,溴必利(止吐药),Bromopride,T47.8,X44.-,X64.-,Y14.-,Y53.8
1696,0,溴丙胺太林(普鲁本辛](抗胆碱药),Propantheline bromide,T44.3,X43.-,X63.-,Y13.-,Y51.3
1696,0,溴长春胺(血管扩张药),Brovincamine,T46.7,X44.-,X64.-,Y14.-,Y52.7
1696,0,溴地斯的明(胆碱酯酶抑制药),Distigmine (bromide),T44.0,X43.-,X63.-,Y13.-,Y51.0
1696,0,溴丁托品-现译名布托溴铵,Butropium bromide,T44.3,X43.-,X63.-,Y13.-,Y51.3
1696,0,溴仿[三溴甲烷],Bromoform,T42.6,X41.-,X61.-,Y11.-,Y47.4
1696,0,溴化己芴铵- 现译名 己芴溴铵,Hexafluronium (bromide),T48.1,X44.-,X64.-,Y14.-,Y55.1
1696,0,溴化异丙托品 - 现译名,Ipratropium (bromide),T48.6,X44.-,X64.-,Y14.-,Y55.6
1696,0,溴环扁吡酯 - 现译名 格隆溴铵,Glycopyrrolate,T44.3,X43.-,X63.-,Y13.-,Y51.3
1696,0,溴己氨胆碱(解痉药),Carbolonium (bromide),T48.1,X44.-,X64.-,Y14.-,Y55.1
1696,0,溴己双铵-现译名六甲溴铵,Hexamethonium bromide,T44.2,X43.-,X63.-,Y13.-,Y51.2
1696,0,溴己新[必嗽平],Bromhexine,T48.4,X44.-,X64.-,Y14.-,Y55.4
1696,0,溴甲胺太林[乙胺太林],Methantheline,T44.3,X43.-,X63.-,Y13.-,Y51.3
1696,0,溴甲贝那替秦[溴双苯酯铵],Methylbenactyzium bromide,T44.3,X43.-,X63.-,Y13.-,Y51.3
1696,0,溴甲苯海拉明-现译名,Embramine,T45.0,X44.-,X64.-,Y14.-,Y43.0
1696,0,溴联苯杀鼠萘,Brodifacoum,T60.4,X48.-,X68.-,Y18.-,
1696,0,溴柳氯苯胺(抗真菌，抗菌药),Bromochlorosalicylanilide,T49.0,X44.-,X64.-,Y14.-,Y56.0
1696,0,溴马秦[溴苯海拉明](安定药),Bromodiphenhydramine,T45.0,X44.-,X64.-,Y14.-,Y43.0
1696,0,溴米那-现译名溴米索伐,Bromvaletone,T42.6,X41.-,X61.-,Y11.-,Y47.4
1696,0,溴米索伐[溴米那](镇静催眠药),"Bromisoval, Bromvaletone",T42.6,X41.-,X61.-,Y11.-,Y47.4
1696,0,溴尿苷(抗肿瘤药),Broxuridine,T45.1,X44.-,X64.-,Y14.-,Y43.1
1696,0,溴哌利多(抗精神病药),Bromperidol,T43.4,X41.-,X61.-,Y11.-,Y49.4
1696,0,溴哌喷酯(抗胆碱药),Pipenzolate bromide,T44.3,X43.-,X63.-,Y13.-,Y51.3
1696,0,溴羟喹啉(消毒防腐剂),Broxyquinoline,T37.8,X44.-,X64.-,Y14.-,Y41.8
1696,0,溴氰菊酯(卤化杀虫药),Deltamethrin,T60.1,X48.-,X68.-,Y18.-,
1696,0,溴沙特罗(β2受体兴奋药),Broxaterol,T48.6,X44.-,X64.-,Y14.-,Y55.6
1696,0,溴鼠胺(杀啮齿类剂),Bromethalin,T60.4,X48.-,X68.-,Y18.-,
1696,0,溴双苯酯铵- 现译名,Methylbenactyzium bromide,T44.3,X43.-,X63.-,Y13.-,Y51.3
1697,0,溴替唑仑(安定药),Brotizolam,T42.4,X41.-,X61.-,Y11.-,Y47.1
1697,0,溴西泮(安定药),Bromazepam,T42.4,X41.-,X61.-,Y11.-,Y47.1
1697,0,溴烯比妥(镇静催眠药),Brallobarbital,T42.3,X41.-,X61.-,Y11.-,Y47.0
1697,0,溴新斯的明(抗胆碱药),Neostigmine bromide,T44.0,X43.-,X63.-,Y13.-,Y51.0
1697,0,溴隐亭[溴麦角隐亭],Bromocriptine,T42.8,X41.-,X61.-,Y11.-,Y46.7
1697,0,溴茚二酮(抗凝药),Bromindione,T45.5,X44.-,X64.-,Y14.-,Y44.2
1697,0,溴棕二甲铵-现译名西曲溴铵,Cetrimide,T49.0,X44.-,X64.-,Y14.-,Y56.0
1697,0,嗅剂,Snuff,T65.2,X49.-,X69.-,Y19.-,
1697,0,醑剂(中性)NEC-现译名酒精,Spirit(s)(neutral) NEC,T51.0,X45.-,X65.-,Y15.-,
1697,0,蓄电池组(电池)(酸),Storage battery (cells) (acid),T65.8,X49.-,X69.-,Y19.-,
1697,0,血,Blood,T45.8,X44.-,X64.-,Y14.-,Y44.6
1697,1,成分NEC,fraction NEC,T45.8,X44.-,X64.-,Y14.-,Y44.6
1697,1,干燥的,dried,T45.8,X44.-,X64.-,Y14.-,Y44.6
1697,1,膨胀剂NEC,expander NEC,T45.8,X44.-,X64.-,Y14.-,Y44.7
1697,1,药物影响的NEC,drug affecting NEC,T45.9,X44.-,X64.-,Y14.-,Y44.9
1697,0,血管紧张素胺[增压素],Angiotensinamide,T44.9,X43.-,X63.-,Y13.-,Y51.9
1697,0,血管扩张药,Vasodilator,,,,,
1697,1,冠状NEC,coronary NEC,T46.3,X44.-,X64.-,Y14.-,Y52.3
1697,1,周围NEC,peripheral NEC,T46.7,X44.-,X64.-,Y14.-,Y52.7
1697,0,血管舒缓素,Kallidinogenase,T46.7,X44.-,X64.-,Y14.-,Y52.7
1697,0,血浆,Plasma,T45.8,X44.-,X64.-,Y14.-,Y44.6
1697,1,蛋白成分(人),protein fraction (human),T45.8,X44.-,X64.-,Y14.-,Y44.6
1697,1,膨胀剂NEC,expander NEC,T45.8,X44.-,X64.-,Y14.-,Y44.7
1697,0,血清,Serum,,,,,
1697,1,保护性NEC,protective NEC,T50.9,X44.-,X64.-,Y14.-,Y59.3
1697,1,补体(抑制剂),complement (inhibitor),T45.8,X44.-,X64.-,Y14.-,Y44.6
1697,1,促性腺激素(激素类),gonadotrophin,T38.8,X44.-,X64.-,Y14.-,Y42.8
1697,1,恢复期病人,convalescent,T50.9,X44.-,X64.-,Y14.-,Y59.3
1697,1,抗Rh因子,anti-Rh,T50.9,X44.-,X64.-,Y14.-,Y59.3
1697,1,抗白喉,antidiphtheria,T50.9,X44.-,X64.-,Y14.-,Y59.3
1697,1,抗毒素,antitoxic,T50.9,X44.-,X64.-,Y14.-,Y59.3
1697,1,抗脑膜炎球菌,antimeningococcus,T50.9,X44.-,X64.-,Y14.-,Y59.3
1697,1,抗破伤风,antitetanic,T50.9,X44.-,X64.-,Y14.-,Y59.3
1697,1,抗肉毒,antibotulinus,T50.9,X44.-,X64.-,Y14.-,Y59.3
1697,1,抗蛇毒,anti-snake-bite,T50.9,X44.-,X64.-,Y14.-,Y59.3
1697,1,抗细胞毒素,anticytotoxic,T50.9,X44.-,X64.-,Y14.-,Y59.3
1697,1,人免疫,immune (human),T50.9,X44.-,X64.-,Y14.-,Y59.3
1697,1,溶血补体,hemolytic complement,T45.8,X44.-,X64.-,Y14.-,Y44.6
1697,0,血液制剂,Hematological agent,T45.9,X44.-,X64.-,Y14.-,Y44.9
1697,1,特指的NEC,specified NEC,T45.8,X44.-,X64.-,Y14.-,Y44.9
1697,0,熏剂 NEC,Fumigant NEC,T60.9,X48.-,X68.-,Y18.-,
1697,0,蕈状毒菌 - 现译名 伞菌,Toadstool,T62.0,X49.-,X69.-,Y19.-,
1698,0,氯苯,Monochlorobenzene,T53.7,X46.-,X66.-,Y16.-,
1698,0,氯乙酸[一氯醋酸],Monochloroacetic acid,T60.3,X48.-,X68.-,Y18.-,
1698,0,氧化二氮-现译名氧化亚氮,Laughing gas,T41.0,X44.-,X64.-,Y14.-,Y48.0
1698,0,氧化碳,"Monoxide, carbon",T58,X47.-,X67.-,Y17.-,
1698,0,鸦胆子苦素,Bruceine,T48.2,X44.-,X64.-,Y14.-,Y55.2
1698,0,牙粉,Dentifrice,T49.7,X44.-,X64.-,Y14.-,Y56.7
1698,0,牙科药，局部应用NEC,"Dental drug, topical",T49.7,X44.-,X64.-,Y14.-,Y56.7
1698,0,牙买加姜,Jamaica ginger,T62.2,X49.-,X69.-,Y19.-,
1698,0,牙本质脱敏剂-现译名,Hartmann's solution,T50.3,X44.-,X64.-,Y14.-,Y54.6
1698,0,芽孢杆菌属,Bacillus,,,,,
1698,1,枯草,subtilis,T47.6,X44.-,X64.-,Y14.-,Y53.6
1698,1,乳酸,lactobacillus,T47.8,X44.-,X64.-,Y14.-,Y53.8
1698,0,亚氨基二苯乙烯,Iminostilbene,T42.1,X41.-,X61.-,Y11.-,Y46.4
1698,0,亚胺培南[伊米配能](抗生素),Imipenem,T36.0,X44.-,X64.-,Y14.-,Y40.0
1698,0,亚苄基丁酰胺,Benzalbutyramide,T46.6,X44.-,X64.-,Y14.-,Y52.6
1698,0,亚德里亚霉素-现译名阿霉素,Adriamycin,T45.1,X44.-,X64.-,Y14.-,Y43.3
1698,0,亚甲蓝[甲烯基],Methylene,,,,,
1698,1,蓝(解毒药),blue,T50.6,X44.-,X64.-,Y14.-,Y57.2
1698,1,氯化物或二氯化物(溶剂)NEC,chloride or dichloride(solvent) NEC,T53.4,X46.-,X66.-,Y16.-,
1698,0,亚甲蓝[美蓝](解毒药),Methylthionine chloride,T50.6,X44.-,X64.-,Y14.-,Y57.2
1698,0,亚麻酸,Linolenic acid,T46.6,X44.-,X64.-,Y14.-,Y52.6
1698,0,亚麻子,Linseed,T47.4,X44.-,X64.-,Y14.-,Y53.4
1698,0,亚砷酸铜-现译名谢勒绿,Scheele's green,T57.0,X49.-,X69.-,Y19.-,
1698,0,亚铁-另见铁,Ferrous-see also Iron,,,,,
1698,1,磷酸(亚铁),phosphate,T45.4,X44.-,X64.-,Y14.-,Y44.0
1698,1,盐,salt,T45.4,X44.-,X64.-,Y14.-,Y44.0
1698,2,伴有叶酸,with folic acid,T45.4,X44.-,X64.-,Y14.-,Y44.0
1698,0,亚硝,Nitrous,,,,,
